,french,bassa
2753,"Malheur à vous quand tous les hommes disent du bien de vous, car c’est ce que leurs ancêtres faisaient aux faux prophètes ","Ngoo ni bé hiki ngéda bôt bobasôna ba mpot loñge inyu nan, inyule hala nyen basôgôlsôgôl bap ba bi pot inyu bapôdôl ba bitembee"
2755,"Au contraire, ils profitent de leur jeunesse en ‘ écartant les malheurs ’ inutiles","Mahéñha ni hala, ba nkon maséé ni tel yap i boñge bawanda mu kiki ba ntelep haa ni mam mabe ma nla kwél bo"
2757,Voici le premier : aucun malheur n’arrive par hasard ; tout malheur qui n’est pas directement causé par quelqu’un est provoqué par une puissance mystique,Tembee yada Satan a nhôlôs yo ini le: Jam li be jo kii jo li mpémél bé mut yañga; hiki jam li yé le ngim mut bé yon i boñ bés i mbombom li nlôl ni ngui mi mbuu mimbe
2759,Beaucoup de gens font des sacrifices aux ancêtres ou aux esprits pour se protéger du malheur,Ngandak bôt i nti basôgôl ni mimbuu bisesema inyu sôñ bo i béba
2761,"C’est pourquoi Jésus répond : Malheur aussi à vous qui êtes spécialistes de la Loi, parce que vous placez sur les gens des charges difficiles à porter, mais vous, vous n’y touchez pas d’un seul doigt ","Yésu a nkal bo le: Yak bé ba ni nyi mbén Môsi ngandak, ngoo ni bé inyule ni mbééga bôt mambegee ma ma nyét, ndi bé bomede ni ntihba bé mambegee ma to ni hinoo hinan"
2763,"Selon cette idée, les esprits des ancêtres sont des amis puissants, capables de donner de bonnes récoltes, de favoriser le bien-être et de protéger des malheurs","I noñnaga ni mahoñol mana, mimbuu mi basôgôl mi yé mawanda ma ngui, mi nhôla i bana mabumbul malam, mi mboñ le niñ i ba loñge, mi nkéñ le béba jam i bôña bañ"
2765,"La Bible a annoncé que, pendant les derniers jours, il y aurait beaucoup de malheurs et de souffrances","Bibel i bi bôk pot le i dilo di nsôk, nkoñ isi u ga ba nyonok ni njôghe, yak ni mandutu"
2767,Le Diable provoque le plus de malheurs possible sur la terre,Nsohop a nai ni yônôs nkoñ isi ni béba
2769,"Quand le malheur frappe ou que surviennent des temps difficiles, les Témoins se viennent rapidement en aide les uns aux autres","Ngéda kuu i nkwo tole liyep li nlo, Mbôgi Yéhôva i mpala hôlna bo ni bo"
2771,Nous devons [faire] revivre en nous le sentiment enflammé de Paul qui s’exclamait : Malheur à moi si je n’annonçais pas l’Évangile ,"Di nlama bana nlélém makénd Paul a bééna, nu a bi lond le: ‘Ngoo ni me ibale me ñañal bé me miñañ minlam"
2773,"Malheur à vous qui êtes rassasiés maintenant, car vous aurez faim","Ngoo ni bé ba ni yé nuak nano, inyule njal y’a gwel bé"
2775,Que va faire Jéhovah pour que tous les malheurs provoqués par Satan soient réparés ?,Kii Yéhôva a ga boñ inyu mam mabe momasôna Satan a bi lona?
2776,"De plus, l’humanité est esclave du péché et de la mort, et elle plie sous le poids du chagrin, des souffrances et des malheurs depuis si longtemps que beaucoup, résignés, pensent que cette vie est normale, naturelle","Kiki mut binam a yé minkôm mi béba ni nyemb, a salak ki ikété njôghe, ndutu, ni njiiha hala a yé ntandaa ngéda nano, jon ngandak bôt i nhoñol le nya ipe i ta ha bé, i bi sôk ki i neebe le hala nyen niñ i yé hana isi"
2778,"Qui récolte le malheur, et pourquoi ?","Maselna ni ba ba yé toi maséé, bonjee ba yé ngoo? Inyuki?"
2779,Jéhovah utilisera Jésus pour réparer tous les malheurs provoqués par Satan,Yéhôva a ga gwélél Yésu inyu sas mam mabe momasôna Satan a bi lona
2781,Ils n’ont pas été épargnés par les malheurs et les difficultés,Hala a nkobla bé le libii jap li bééna bé mandutu ni ngandak nduña
2783,Elle en a mangé et elle en a donné à Adam,"Jon a bi je litam, mbus a ti Adam"
2785,"Après, elle en a donné à Adam, qui en a mangé aussi","I mbus, a ti Adam ndég mu, yak nye ki a je"
2787,"Si quelqu’un dans ta congrégation commence à manger le pain et à boire le vin au Mémorial, comment devrais- tu te conduire avec lui ?","Ibale mut mu likoda joñ a mbôdôl je koga, a nyok ki wai ngéda Bilôp bi Nwet, lelaa u nlama yoñ nye?"
2788,Il n’a rien à manger ni à boire,A bééna bé malép to bijek
2790,"J’ai un peu d’huile et de farine, mais juste assez pour faire quelque chose à manger pour mon fils et pour moi","Flawa ni môô me gwé, bi kôli ndigi inyu me ni man wem"
2792,"De bonnes habitudes d’hygiène, c’est entre autres se laver les mains à l’eau et au savon avant de manger ou de manipuler de la nourriture, après avoir été aux toilettes, et après avoir lavé ou changé un bébé","I ba mapubi i nkobla yak le di jôa moo ni sobe ni malép ilole di nje tole di ntihba bijek, ngéda u mpémél i luk, ni ngéda u mal nugus tole u nhéñha man mabadô ma masai"
2794,JÉSUS MANGE LA DERNIÈRE PÂQUE AVEC SES APÔTRES,YÉSU A NJE PASA I NSÔK NI BAÔMA BÉ
2795,"Jésus, lui, vit comme les autres : il mange et boit modérément, mais on l’accuse de faire des excès","A nje, a nyok i nya i kôli, ndi bôt ba nkal le a nlôôha"
2797,"Pour vivre, il faut manger",Inyule u nlama je inyu boñ le u niñ
2799,"Quand des Pharisiens ont vu Jésus prendre un repas chez Matthieu, ils ont demandé à ses disciples : Pourquoi votre enseignant mange- t- il avec des collecteurs d’impôts et des pécheurs ?","Ngéda ba bi tehe Yésu a yé ngand i ndap Matéô, ba bi bat banigil bé le: Malét nan a njéla nye ni bakottas ni baboñbéba inyuki?"
2800,"Ses femmes se sont habillées de noir, se sont arraché les cheveux par désespoir, ont mangé très peu et ne se sont pas baignées","Biyik gwé bi bi haba malep, bi yôi tjôñ tjap, bi jek ndik ndék, bi tjél jogop"
2802,"En Éden, il a demandé à Ève : Est- ce vrai que Dieu a dit que vous ne devez pas manger de tout arbre du jardin ?","I wom Eden, a bi bat Eva le: Baa, hodo le Nyambe a nkal le, ni je bañ matam ma bie gwobisôna mu wom?"
2803,"Après le déluge, Dieu a autorisé les humains à manger la chair des animaux, mais pas leur sang","Mbus ntida malép i ngéda Nôa, Djob a ti bôt kunde i je minsôn mi binuga, ndi ha matjél bé"
2805,Il est mal également de manger la chair d’un animal qui n’a pas été correctement saigné,I ta bé to loñge i je nuga i ba ntibil bé nol
2807,"D’après l’Organisation mondiale de la santé, des millions d’enfants tombent malades et meurent chaque année parce qu’ils n’ont pas assez à manger","Hikuu ba nsébél ni hop Pulasi le Organisation mondiale de la Santé hi nkal le didun di boñge di nwo hiki ñwii, téntén inyule ba nje bé nya i kôli inyu yén mbôô"
2809,"Pourtant, dans cette situation, David et ses hommes n’ont pas été condamnés pour les avoir mangés ","Ndi, i kel i, ba bi kogse bé David ni bôt bé inyule ba bi je gwo"
2811,"Preuve supplémentaire qu’elle est bel et bien vivante, Jésus demande qu’on lui apporte à manger","Inyu unda le hingonda hi ntuge toi, Yésu a kal le ba ti nye yom je"
2813,Un animal étouffé ou bien mort dans un piège ne doit pas être mangé,"Ibale ba nkép nuga joo tole i ngwéya i hiandi ndi i wo nidik, i nlama bé jéba"
2815,"Tout comme manger des aliments sains renforce notre organisme, nourrir notre esprit de la pensée de Christ renforce notre spiritualité","Kiki bijek bi nlédés nyuu minsôn, hala nyen i yônôs boña wés ni mahoñol ma Kristô, i nlédés bés i pes mbuu"
2817,"Un jour qu’ils avaient faim, ils se sont arrêtés au tabernacle et ont mangé les pains de proposition","I ngéda njal i bi gwel bo, ba bi telep i lap, ba je ki bikoga bi bi téga i mbom Nyambe"
2819,"S’il est abattu d’une flèche ou d’un coup de fusil, il doit être saigné rapidement si on veut le manger","Ibale ba ñôm yo likoñ to ngaa, ba nlama pala kit yo joo inyu héya matjél le ndi i jéba"
2821,Biographie : J’ai retiré des bienfaits à marcher avec des sages,Ñañ u niñ i bôt
2822,"Au Ier siècle, certains qui avaient accepté les enseignements de Jésus ont cessé de marcher dans la vérité","I hiai bisu, bôt bahogi ba ba bi leege maliga tole biniigana bi Yésu ba bi ke bé ni bisu i kil maliga"
2824,"Dans la Bible, marcher avec Jéhovah emporte l’idée de lui faire confiance, de soutenir sa souveraineté et de suivre sa direction","Ikété Bibel, i kiha ni Yéhôva i nkobla le di bôdôl nye ñem, di nit libak jé li Nungingii, ni le di nwas le nyen a éga bés"
2826,"Le septième jour, ils ont marché sept fois autour de la ville","Ndi hilo hi nyônôs isaambok, ba bi kiiña tison ngélé isaambok"
2828,SÉCURITÉ INDIVIDUELLE : Attentats à la bombe sur des marchés,NWEE: Bakindim ba nlôs i bibôm
2830,"Le mari explique : Avant même que nos enfants sachent marcher et parler, nous leur parlions des joies d’être pionniers et de servir la congrégation","Nlôm a nkal le: Ilole bon bés ba mbôdôl ke ni pot, di bé kal bo maséé ma yé i bôlô nsañal ni i sal inyu likoda"
2832,La marche rapide et les activités sportives en général peuvent aider à atténuer les sentiments négatifs,Nyiñgis nyuu ni njel liké li makôô tole ni manjel mape li nhôla i suhus njôghe i ñem
2834,Tu sauras ainsi si toi aussi tu march[es] avec le vrai Dieu ,"Mandimbhe u ga ti mu mambadga ma, ma ga hôla we i yi too yak we u ‘nkiha ni Nyambe"
2836,"Quand il a fait sortir toutes ses brebis, il marche devant elles, et elles le suivent, parce qu’elles connaissent sa voix","I ngéda a mal kena mintômba nwé nwominsôna i mbégdé, a mbôk nwo i bisu, yak mintômba mi noñ nye inyule mi nyi kiñ yé"
2838,Marcher dans la loi de Jéhovah signifie se soumettre volontiers à la direction divine,I hiumul ikété mbén i Yéhôva i nkobla le di suhus bésbomede i si maéba mé
2840,Qui marche avec les sages deviendra sage,Nu a nhiôm lôñni bôt ba pék nyen a’ bana pék
2842,"Si c’est ce que tu ressens, rappelle- toi ce que Jéhovah a dit : Moi, Jéhovah, je suis ton Dieu, celui qui t’enseigne pour ton bien, celui qui te guide sur le chemin où tu dois marcher","Ibale u ma nôgda hala, bigda bibañga bi Yéhôva bini le: Men me yé Yéhôva Nyambe woñ, Nu a niiga we, le hala a bahle we, Nu ki a nhiômna we njel u kôli kil"
2844,"Après une marche d’environ 320 kilomètres, Éliya atteint finalement le mont Horeb ",Élia a nke bebee le 320 kilôméta letee ni i hikôa le Hôreb
2846,"Si nous voulons être sages, il nous faut marcher avec, ou fréquenter, les Témoins de Jéhovah","Ibale di ngwés ba bôt ba pék, di nlama ke lôñ, tole di nlama adba ni Mbôgi Yéhôva"
2848,Celui qui marche avec les sages deviendra sage ,Nu a nhiôm lôñni bôt ba pék nyen a’ bana pék
2850,"Les séances de chimiothérapie et de radiothérapie l’affaiblissaient tellement que, parfois, elle pouvait à peine marcher","Matibla ma ngui a bé yoñ inyu kon wé pos ma bé wéés nye ngandak, kayéle a bé la ha bé to liké"
2852,"Au nom de Jésus, lève- toi et marche ","I jôl li Yésu, telep, u kee"
2854,Marche en sa lumière,A’ hôya bé we toi; Noñ mapubi mé
2856,Josué et son armée ont marché toute la nuit pour aller les aider,Yôsua ni bôt bé ba gwét ba bi ke liké u wonsôna inyu sôñ bo
2858,"Tu ne marches pas avec lui main dans la main, bien que cette idée soit agréable","Hana, Yéhôva a nti bé we yi le a nkiha ni we, a gwelek woo woñ, to hala kiki mahoñol ma, ma nlémél we"
2860,"Jésus et ceux qui voyagent avec lui arrivent à Jéricho, ville située à une journée de marche de Jérusalem","Yésu ni bet ba nke ni nye, ba mpam i Yérikô, tison i i yé bebee le liké li hilo hiada ni Yérusalem"
2862,Telle une armée en marche,"Di yé ntôñ u Yéhôva,"
2863,"Au fil des années, un mariage peut apporter de plus en plus de bienfaits",Ngéda libii li nom ngandak ñwii li nkônde lona bisai
2865,Beaucoup dans ce monde prennent le mariage à la légère,Ngandak bôt ikété nkoñ isi i nyan libii
2867,"Que révèle le contexte du conseil de Paul au sujet du mariage, et pourquoi est- il important de saisir cette nuance ?","Kii kaat i Lôk Héber 13:1-5 i ñunda bés inyu maéba Paul a bi ti inyu jam li libii, inyuki i yé nseñ le di tééda hala i mahoñol?"
2868,Comment la connaissance de la Bible peut- elle rendre un mariage plus solide ?,Lelaa yi i Bañga i Djob i nla hôla bés i lédés libii?
2869,Et comment faire de son mariage une réussite ?,Kii i nla boñ le libii li bikristen li too?
2870,Comment vous préparer au mariage ?,Lelaa u nla kôôba inyu libii?
2871,"Mais, parce que vous voulez obéir au commandement de Dieu consistant à honorer le mariage, vous allez chercher à redresser la situation","Ndi kiki ni gwé ngôñ i nôgôl mbén Djob le libii li ba yaga jam li lipém, hala a ga tinde bé i kodol mam"
2874, a) Comment les parents peuvent- ils enseigner à leurs enfants le bon point de vue sur le mariage ?," Kii bagwal ba nlama tjél i len ini, ibale ba nsômbôl hôla bon bap i bana litehge lilam inyu jam li libii?"
2875,La pensée de Dieu sur le mariage sera étudiée dans les deux prochains chapitres,Di ga tehe mahoñol ma Djob inyu libii mu bipes biba bi noñ ha
2877,"Ainsi, le mariage est d’origine divine","Jon, libii li nlôl ni Djob"
2879,De quels principes de la Bible faut- il tenir compte à un mariage chrétien ?,Mambe matiñ ma Bibel mape ma nla éga bet ba nsômbôl biiba ni bakén bap?
2880,Quelle directive Jésus a- t- il donnée sur le mariage ?,Mambe maéba ma mahee Yésu a bi ti inyu libii?
2882, a) D’où vient le mariage ?, Lelaa libii li bi bôdôl?
2883,Nous devons faire attention à ne pas nous laisser influencer par le point de vue du monde sur le mariage,Di nlama yoñ yihe le mahoñol ma nkoñ isi inyu libii ma yoña bañ bés
2885,Comment pouvons- nous respecter notre mariage ?,Lelaa di nla unda le di nti libii lipém?
2886,Qu’est- il arrivé à certains mariages ?,Kii ntagbe ikété ngim mabii?
2887,"En effet, quand ils ressusciteront, les hommes ne se marieront pas et les femmes ne seront pas données en mariage, mais ils seront comme des anges dans le ciel","Inyule ngéda ba nlo i bitugne, bôlôm ba mbii bé, to bôda ba nke bé i mabii, ndi ba yé kiki biañgel i ngii"
2889,"Le mariage est un domaine où les chrétiens peuvent agir comme Jéhovah, et ainsi soutenir sa souveraineté","Béñge ntjep wada het babiina ba ba yé bikristen ba nla unda le ba nit manjel ma Yéhôva, ni hala ba nidik yak kunde yé i énél"
2891,"Si vous vous sentez très proches l’un de l’autre, votre mariage est comme une maison bien décorée, pleine de couleurs et de convivialité","Ibale we ni sobiina woñ ni gwé maada malam, libii linan l’a pôôna ndap i i yé ñengek ni gwom bi nlona bilama ni minyaô"
2893,"Il lui a donc dit : Mon ami, comment as- tu fait pour entrer ici sans vêtement de mariage ?","Ha nyen a bi bat nye le: ‘A mut wem, lelaa u mboñ ndi u jôp hana ngi mbot i ngand libii?’"
2894,Un mari doit aimer sa femme comme il s’aime lui- même,Munlôm a nlama gwés nwaa wé kii a ngwés nyemede
2896,"L’apôtre Pierre recommande aux chrétiennes d’être soumises à leur mari, afin que, si quelques-uns n’obéissent pas à la parole, ils soient gagnés sans parole grâce à la conduite de leurs femmes, parce qu’ils auront été témoins oculaires de [leur] conduite pure ainsi que d’un profond respect ","Ñôma Pétrô a nti bikristen bi bôda maéba le ba suhus bomede isi balôm bap, inyu boñ ‘le to ibale bahogi ba nôgôl bé bañga i Nyambe, wee bihiumul bi baa bap bi yoña bo ibabé bañga i Nyambe, lakii ba ntehe bihiumul binan bi gwé bé nsohi ni njôôñ lipém"
2898,"Naomi désire par conséquent procurer à Ruth, qui est devenue comme une fille pour elle, un lieu de repos , autrement dit la sécurité et la protection qu’offrent un foyer et un mari","Nano le Ruth a nyila Naômi bañga yé ngond, jon a nyiñil Ruth homa linôyôi, hala wee matééda ni lisolbene muda a nla kôs i ndap libii"
2900,"Ce qu’une femme veut surtout, c’est que son mari soit gentil avec elle et qu’il l’aime ","Iloo mam ma momasôna, muda a ngwés le nlô wé a unda nye loñgeñem ni gwéha"
2902,Comment les passages bibliques suivants peuvent- ils aider une sœur à discerner les qualités dont doit faire preuve un mari ?,"Lelaa bipes bi bikaat bi noñ ha, bi nla hôla mankéé nu muda i yimbe bilem bilam bi mbéda inyu sobiina a nyéñ?"
2903,"Si un homme pense à se marier, il doit se demander s’il est prêt à assumer la responsabilité de chef de famille","Ibale munlôm a nsômbôl biiba, a nlama badba too a yé bebee i ba ño u ndap lihaa"
2905,C’est pourquoi un mari et une femme qui servent Jéhovah doivent coopérer,Hala a yé njom yada i i nlama tinde ñwaa bo nlôm ba ngwélél Yéhôva i sal ntôñ ikété manôgla
2907,"▪ CONSOLIDE LES FAMILLES ET OBSERVE DES NORMES MORALES ÉLEVÉES : La vraie religion apprend aux maris à aimer leurs femmes comme leurs propres corps , aide les femmes à acquérir ‘ un profond respect pour leurs maris ’, et enseigne aux enfants qu’ils doivent ‘ obéir à leurs parents ’","▪ BASE MALIGA I ÑUMUS MAHAA NI HÔLA BÔT I BANA BILEM BILAM: Base maliga i niiga bôlôm le ba ‘gwés baa bap kikii bomede,’ i nhôla bôda le ba hôlôs ‘lipém li li nlôl ñem inyu balôm bap,’ i niiga yak boñge le ‘ba nôgôl bagwal bap"
2910, a) Comment un mari doit- il traiter sa femme ?, Lelaa munlôm a nlama bôñgôl nwaa wé?
2911,Comment une femme montre- t- elle qu’elle a des égards pour son mari ?,"Lelaa muda a nla unda le a nok nlôm, a tôñôk ki ni nye?"
2912,"Femmes, soyez soumises à vos maris, comme il convient dans le Seigneur","A bôda, suhlana bébomede isi balôm banan, kiki i kôli i Nwet"
2914,"Le mari explique : Avant même que nos enfants sachent marcher et parler, nous leur parlions des joies d’être pionniers et de servir la congrégation","Nlôm a nkal le: Ilole bon bés ba mbôdôl ke ni pot, di bé kal bo maséé ma yé i bôlô nsañal ni i sal inyu likoda"
2916,"On lit dans un ouvrage de référence : Après la mort de son mari, une veuve dépendait généralement du soutien de ses fils ; si elle n’en avait pas, elle pouvait en venir à se vendre en esclavage, à se prostituer, ou même mourir","Kaat yada i ntoñol le: Ngéda munlôm a nwo, bon bôlôm bon ba nit yik muda; ibale a gwé bé bon, a nla ba nyéksaga i yila muda libambe, tole i bem ndigi nyemb yé"
2918,La Bible dit clairement qu’on ne doit pas se marier avec quelqu’un qui ne sert pas Jéhovah ,Bibel i ntibil yaga toñol le di nlama bé biiba ni mut nu a ngwélél bé Yéhôva
2920,"Dans la famille, quel est le rôle du mari ?",I mbe tel munlôm a gwé ikété lihaa?
2921,"À notre grande joie, notre première affectation a été la filiale du Malawi, où se trouvaient nos filles et leurs maris","Di bé maséé ngandak i ngéda ba bi kal bés le di ga bôdôl bôlô yés i hikuu hi loñ hi Malawi, het bingond gwés ni balôm bap ba bééne"
2923,Noémi lui a dit : Boaz est de la famille de mon mari,Ndi Naômi a kal le: ‘Ngo Boâs a yé mut lihaa li nlô wem
2925,"Un mari ne peut avoir qu’une seule femme, et une femme ne peut avoir qu’un seul mari ","Munlôm a nlama ndigi bana nwaa wada, yak muda a nlama bana ndigi nlôm wada"
2927,Comment un mari peut- il avoir des égards pour sa femme ?,"Inyu munlôm, lelaa i nok ni tôñ nwaa wé bi nkiha lôñ?"
2928,b) Comment le mari doit- il exercer sa responsabilité de chef de famille ?,Lelaa muda a nlama tehe libak le nlôm a yé ño u lihaa?
2930, a) Comment une femme doit- elle considérer l’autorité de son mari ?," Kiki munlôm nyen a yé ño u lihaa, nson wé u yé le kii?"
2931,"Peu après, j’ai eu la joie de voir ma mère, ma sœur cadette et son mari devenir Témoins à leur tour","Hala a bi nom bé, yak m’ma ni mankéé nu muda nu nsôk ba yila Mbôgi Yéhôva"
2933,"Le lendemain matin, Hanna va de nouveau au tabernacle avec Elqana","I kegla i noñ ha, Hana a ntémb i ndap Djob ni Elkana"
2935,"Ce matin- là, John s’était entaillé un doigt de la main droite en ouvrant un baril en fer-blanc","Ndi i kegla i, Yôhanes a bi babaa i hinoo ngéda a bé yibil soso pôndi i bikei"
2937,"Ce matin dans le temple, le grand prêtre offre les sacrifices habituels","I kegla i, i témpel, prisi keñi i bé ti bisesema bi hiki kel"
2939,"À présent, tôt le lundi matin du 10 nisan, ils font route vers Jérusalem","Nano, kegla tutu i Ngwa njañgumba, i hilo 10 hi sôñ Nisan ba yé ke i Yérusalem"
2941,"Ce matin- là, Jacob a vu de loin son frère qui arrivait avec 400 hommes","Bikegla bi, Yakôb a béñge haa, a tehe Ésau ni 400 i bôt"
2943,"Un matin, à mon réveil, tout était recouvert de blanc dehors","Kegla yada, kii me mpam, me tehe mbok yosôna i bé pôp peññ"
2945,"Tous les matins, le surveillant de circonscription et moi nous levions tôt pour avoir le temps de discuter de nombreux sujets très intéressants au petit-déjeuner","Me ni ngwélél makiiña di bé di pule tôde, di niglak ki ngandak mam mu kii di bé yoñ kofi ntôñ"
2948," a) Comment Samuel a- t- il réagi à la mission que Dieu lui a confiée, et comment les choses se sont- elles passées le lendemain matin ?"," Lelaa Samuel a bi tehe nwin Nyambe a bi ti nye le a legel, ni lelaa mam ma bi tagbe i kegla i bé noñ ha?"
2949,"Que réclament les prêtres, mais que se passe- t- il tôt le dimanche matin ?","Kii biprisi bi gwé ngôñ i boñ, ndi kii i mbôña kegla i kel sondi?"
2950,"En fait, le matin même où j’ai appris la nouvelle, j’avais prié Jéhovah pour lui dire qu’on avait besoin d’un coordinateur plus jeune","Yokel nu me bi nok makidik ma, me bi soohe Yéhôva, me kal nye le di gwé ngôñ ni mañ umpe u u ta bé ñunuk inyu gwel nson u nkot Juu li hikuu hi loñ"
2952,"À chaque assemblée, les sessions du matin et de l’après-midi commencent par un programme musical de dix minutes","Inyu hôla bés i jubus mahoñol més ikété hiémbi, hiki likoda likeñi ni li ndôn li mbôdôl, hiki kegla ni mbus kosi, ni nsik u jôm li manut"
2954,Pourquoi le sanhédrin se réunit- il à nouveau dans la matinée ?,Inyuki Ntôñ bakéés bakeñi u ntiimba kodba bikegla?
2955,Il est encore tôt le matin quand Jésus est amené au palais de Ponce Pilate,Di ngi yii kegla tutu ngéda ba yé kena Yésu i yale i Pôntiô Pilatô
2957,"En fait, ce couple fidèle fait cela six matins par semaine, toute l’année","I pot maliga, babiina ba ba tiñi ni Djob, ba pégi ni nson u añal ñañ nlam dilo disamal hiki sonde, hala ni hala letee nwii u mal"
2959,La matinée du vendredi 14 nisan est maintenant bien avancée,Bikegla bi hilo 14 i Ngwa koo i sôñ Nisan bi yé bebee le ntagbege
2961,"Tous les dimanches matins à la radio, il répétait continuellement à ses auditeurs que les pécheurs brûleront pour toujours dans un enfer de feu","Hiki kegla sonde, a bé añal biniigana bi i nkuu mahop, a podok, a tiimbaga i maôô ma baemble, a kalak bo le baboñbéba ba ga lék mba ni mba ikété bee hié"
2963,"Certains matins, j’offre entre 30 et 40 revues à des gens intéressés","Ngim bikegla, me nkap yom kiki bo 30 tole 40 ma mimbamble"
2965,"À la fin de cette longue journée de travail, Ruth est épuisée ; elle ne s’est presque pas arrêtée depuis le matin","Ruth a yé nwaak ngandak, a nsal kel yosôna"
2967,"Le matin avant de commencer à travailler, ou le soir une fois les enfants couchés ?","Baa kegla ilole u mbôdôl bibôlô gwoñ, tole kôkôa, ngéda boñge ba nañal?"
2968,Jésus est debout depuis le jeudi matin à l’aube et il a enduré des souffrances terribles,"Yésu a yé péé ibôdôl i kegla i Ngwa um, a nhônba ki ngandak mandutu"
2970,"Le lendemain matin, alors qu’il essayait de sortir la voiture du garage, nous avons vu arriver Mildred Willett ","I kegla i bé noñ ha, ngéda Bob a bé noode pémés litôa het li bé ntéédaga, sita Mildred Willett nu a bé nsañal i loñ ipe a bé tagbe ha"
2972,"À maintes reprises à l’époque des juges, les Israélites ont fait le mauvais choix","Yak ngéda Bakéés, bon ba Lôk Israél ba bi yoñ makidik mabe"
2974,"Donc, s’opposer à Jéhovah, c’est faire un mauvais usage du libre arbitre","Ibabé pééna, nu ni nu a nkolba Yéhôva a mbep toi gwélél ngap yé i yoñ makidik"
2976,Et si la conscience de quelqu’un lui permet de faire quelque chose qui nous semble mauvais ?,Ndi kii di nla boñ ibale kiññem i mut i nwas nye le a boñ jam bés di ntehe le li yé libe?
2977,"Quand votre conjoint vous offense, ne lui prêtez pas de mauvais mobiles","Ibale jam li ñunbaha we, u ôm bañ sobiina woñ nsohi"
2979,"Et il leur a fait cette fausse promesse : Vous serez comme Dieu, connaissant le bon et le mauvais","Mu kii a kena nkwel ni bisu, Satan a bi ti bo mbônga u bitembee: Bé ki n’a ba kii Nyambe le ni yik loñge ni béba"
2981,La Bible résume son règne en ces termes : Il fit ce qui est mauvais,"Inyu pôdôl énél yé, Bibel i nkal sem kwep le: A boñ mam mabe"
2983,) Rêver au mauvais moment ou des mauvaises choses,Emel bitétéé i ngéda i kôli bé tole i hégda mam mabe
2985,Mais ce n’est pas parce qu’ils roulent plus vite ou plus lentement que ce sont de mauvais conducteurs,"Nluk matôa a nyi le baluk bape ba nhoo tole ba ntiñha luk iloo nye, ndi bobasôna ba nluk loñge"
2987,Le mot impureté désigne différents types de comportements mauvais,Ndi nyega i ntihba ngandak mintén mi béba
2989,"En rejetant ces divertissements malsains, vous prouvez à Jéhovah que vous avez vraiment en aversion ce qui est mauvais et que, invariablement, vous vous ‘ détournez de ce qui est mauvais ’","Ngéda di ntjél nya mintuk mimbe mi, di ñunda Yéhôva le, ni maliga, di ‘mpidip i jam li yé libe,’ ni le di yé nkôôbaga ngéda yosôna i ke béba ngwéé"
2991,"Si nous la gardons tout près de nous en tout temps, elle nous protégera contre de mauvais raisonnements et nous aidera à prendre de bonnes décisions","Ibale di nke ni bisu i téñba maliga kiki ngôli, maliga ma Bibel m’a sôñ bés ni bipék bibe, ma hôla ki bés i yoñ makidik malam"
2993,Certains ont peut-être un point de vue négatif sur la Bible ou sur le christianisme à cause du mauvais exemple de personnes qui se disent chrétiennes,Maboñok ma bôt ba nkadba le ba yé bikristen ma nla boñ le bôt bape ba yahal Bibel
2995,"Les fils d’Israël firent de nouveau ce qui est mauvais aux yeux de Jéhovah ; ils se mirent à servir les Baals et les images d’Ashtoreth, les dieux de Syrie, les dieux de Sidon, les dieux de Moab, les dieux des fils d’Ammôn et les dieux des Philistins","Bon ba Israél ba témb ba bôdôl boñ yom i bé béba i mis ma Yéhôva, ba bôdôl gwélél bi baal, ni bi ôñgba bi Astôret, ni mob ma Siria, ni mob ma sidôn, ni mob ma Môab, ni mob ma bon ba Ammôn, ni mob ma lôk Filistia"
2997,"Après coup, elle peut nous rassurer en nous disant que nous avons fait le bon choix, ou bien nous punir avec des remords cuisants parce que nous avons fait un mauvais choix","Ngéda u mal yoñ makidik, i nla boñ le u kon maséé ibale makidik moñ ma yé malam, tole i kokse we ibale ma yé mabe"
2999,Satan trompe aussi les gens en les tentant par des mauvais désirs,Njel ipe i Satan a nyumhene bôt i yé le a ntinde bo i bana ngôñ mam mabe
3001,Avec quel mauvais mobile certains prêchent- ils ?,Mambe mahoñol mabe ma nla tinde mut i nson u likalô?
3002,"Ô vous qui aimez Jéhovah, haïssez ce qui est mauvais","A bé ba ni ngwés Yéhôva, oa béba"
3004,Il ajoute : J’ai appris qu’un jeune qui flirte développe des traits de caractère qui feront de lui un mauvais conjoint,"Hanano a nkal le: Me bi sôk ki nok le, i mañge wanda nu a ntjak bape ndik inyu minjôha a ta bé le a ba loñge sobiina"
3006,"Alors qu’il était plutôt mauvais élève, il est devenu un des meilleurs de son école ","Iloole a kee ni bisu i yeñgep i suklu, a bi kahal sal loñge"
3008,"De la même manière à notre époque, de nombreux serviteurs de Dieu prouvent qu’ils ‘ haïssent ce qui est mauvais et qu’ils aiment ce qui est bon ’","Nlélém i len ini, ngandak bagwélél ba Djob ba ñunda le ‘ba ñoo béba, ba gwéhég loñge"
3010,"En d’autres termes, si une religion vient de Dieu, elle produira de beaux fruits, mais si elle vient de Satan, elle en produira de mauvais ","Hala wee, ibale ngim base i nlôl ni Djob i ga ti matam malam ndi ibale i nlôl ni Satan i ga ti matam mabe"
3012,Il apporte un mélange coûteux de myrrhe et d’aloès pesant environ cent livres ,A nlona 33 ma kilô ma mire mpôdnaga ni alôé i i nhee diye ngandak
