,french,bassa
1828,"Accompagnés des proclamateurs de Tunapuna, qui utilisaient une voiture équipée d’un haut-parleur, nous avons prêché jusque dans les parties les plus reculées de la Trinité.","Di bé téé likalô ibôdôl i tison i Tunapuna letee ni bahoma ba Trinidad ba nlôôha haa, di gwéélak matôa ma bééna nkuu mahop."
1829,» La voix à l’autre bout a dit : « C’est Katie.,"Kiñ mu nsiñga i kal me le: “A Rôbison, Kati nu."
1830,Tu la vois sur l’image ? — Rahab et sa famille sont sauvées !,Baa u ntehe yo i titii?— Rahab ni lihaa jé ba mpei!
1831,"Peu après, la voix l’appelle encore : « Samuel, Samuel !","Hala a nom bé, kiñ i témb i sébél nye: “A Samuel, a Samuel!”"
1832,Soyez attentif au langage du corps et au ton de la voix de votre conjoint.,"Yimbe maboñog mé, u emble ki kiñ a ngwélél, inyu tibil nok nye"
1833,Verset 4 : « Les filles du chant semblent avoir la voix basse. »,Nlôñ 4: “Bingond gwobisôna bi ntôp tjémbi gw’a suhlana”
1834,» C’est la voix d’Éli.,Nwas wai yoñ!”
1835,N’élève pas la voix dans la rue,A nomol bé minloñ
1836,"« Puis elle les embrassa, nous dit le récit ; alors elles élevèrent la voix et se mirent à pleurer.","Ha nyen Bibel i nkal le: “Ni nye a sos [tole a sambla] bo, ni bo ba bédés kiñ i ngii, ba ee.”"
1837,8 Écoute la voix de Jéhovah !,8 Emble kiñ Yéhôva
1838,"De plus, soyons déterminés à écouter attentivement la voix de Jéhovah !",Di yoñ makidik i tibil emble kiñ Yéhôva.
1839,Écoute la voix de Jéhovah !,Emble kiñ Yéhôva
1840,"Durant le ministère de Jésus, quelles sont les trois fois où la voix de Dieu s’est fait entendre ?",Mambe mangéda maa kiñ Djob i bi nôga mu nson Yésu?
1841,"24, 25. a) Comment pouvons- nous écouter la « voix calme, basse » de Jéhovah ?","24, 25.  Lelaa di nla emble “himagaa hi kiñ nwee” hi Yéhôva?"
1842,BEAUCOUP ENTENDENT LA VOIX DE DIEU,NGANDAK I NOK KIÑ DJOB
1843,"» Donc, écouter la voix de Dieu implique savoir ce que Dieu dit et y obéir.","Jon, ngéda di ñemble kiñ Djob, hala a nkobla le di nigil, di nôgôl ki i yom a nkal bés."
1844,La voix lui a dit : “J’ai vu que les Israélites souffrent beaucoup en Égypte.,Kiñ i kal le: ‘Me ntehe ndééñga i bon ba Israel.
1845,"Il lui a dit : “Si tu entends la voix encore une fois, tu devras dire : ‘Parle, Jéhovah.","A kal Samuel le ibale a nôk ki nsébla, a kal le: ‘Pot, a Yéhôva."
1846,242 104 Les Juifs entendent la voix de Dieu : feront- ils preuve de foi ?,"242 104 Lôk Yuda i nok kiñ Djob, baa i ga hémle?"
1847,Notre prédication nous aide à continuer d’écouter la voix de Jésus* .,Nson likalô u nhôla bés i yén péé *
1848,C’est la voix de Dieu.,Kiñ Djob i.
1849,"Le prophète conclut : « Quant à moi, avec la voix de l’action de grâces, je veux sacrifier pour toi.",Yôna a mélés masoohe mé le: “Ndi m’a sémél we bisesema ni kiñ mayéga.
1850,"b) Quelle est peut-être l’origine de la « voix calme, basse » ?",“Himagaa hi kiñ nwee” hi nlama ba hien?
1851,Les Juifs entendent la voix de Dieu : feront- ils preuve de foi ?,"Lôk Yuda i nok kiñ Djob, baa i ga hémle?"
1852,” La voix répond : “ Je suis Jésus.,"Ndi kii mapubi ma bi yilha nye ndim, Saulô a bat le: “We njee?”"
1853,"Et certaines brebis, en Galilée et ici en Judée, ont reconnu la voix de Jésus.","Ngim mintômba i bi yimbe kiñ yé nyoo i Galiléa, mimpe mi yé yimbe kiñ yé i Yudéa het a yé nano."
1854,"Le bonheur, la vie renaissent !",Lingoñoo ni nkoñ ’si wonsô!
1855,L’obéissance à Jéhovah apporte le bonheur éternel .,"Ndi ngéda di nôgôl Yéhôva, di ga kôs maséé i boga ni boga. —Bingéngén 10:22."
1856,Elle est plus importante que le bonheur personnel de chaque humain.,"I jam li, li yé nseñ iloo loñge i mut binam."
1857,"Prends l’initiative d’aider les autres, et vois tout le bonheur qui en résulte .","Yoñ bitelbene i kônôô bape ngoo, tehe ki lelaa hala a ntina maséé"
1858,Aussi bien les maris que les femmes doivent faire passer le bonheur de leur conjoint avant leur bonheur.,"Nlôm tole nwaa a nlama tôñ inyu maséé ma sobiina wé, iloo kiki a ntôñ inyu maséé mé nyemede."
1859,"Ceux qui se laissaient guider par Jéhovah obtenaient la paix, le bonheur et la prospérité.","Bet ba bi noñ maéba ma Yéhôva ba bi kôhna nsañ, maséé, ni lingwañ"
1860,2 Hanna a le bonheur d’avoir un mari qui l’aime.,2 Hana a yé nsaibak inyule a gwé nlôm nu a ngwés nye.
1861,3 Biographie : J’ai trouvé le bonheur en donnant,3 Ñañ u niñ i bôt —Lelaa lem i kap i bi lona me maséé
1862,Comment puis- je trouver le bonheur ?,Lelaa me nla kôhna masé ikété niñ yem?
1863,"Enfin, comment préserver le bonheur conjugal ?",Kii i nla hôla babiina i tééda maséé map ikété libii?
1864,Elle nous montre aussi comment résoudre nos problèmes et comment trouver le bonheur .,"I nhôla ki bés le di pamba i mandutu ni éba bés lelaa di ba masé.—2 Timôtéô 3:16, 17."
1865,J’ai trouvé le bonheur en donnant,Lelaa lem i kap i bi lona me maséé
1866,Comment connaître le bonheur familial ?,Lelaa lihaa jem li nla ba maséé?
1867,Une vie simple au service de Jéhovah procure le bonheur et la satisfaction .,I suhus likala li niñ inyu gwélél Yéhôva i yé niñ i maséé kiyaga. —1 Timôtéô 6:7-9.
1868,"Un autre frère plus âgé m’a appris que parfois, pour éprouver le bonheur de donner, il faut endurer patiemment.","Mañ mut umpe u bi niiga me le, inyu nôgda maséé ma yé i ti, i mbéda ngim mangéda le di hônba mandutu ni wongut."
1869,"Toutefois, nous serons forcément déçus si nous nous mettons à imaginer que la sécurité et le bonheur véritables en dépendent.",Ndi hala a ga wéha bés nyuu ibale di mbôdôl hégda le nkus won u yé toi ben yés ni maséé més.
1870,Mt 5:7 : On trouve le bonheur en étant miséricordieux et compatissant .,Matéô 5:7 —Maséé ma nlôl i kon bôt ngoo ni i unda konangoo
1871,"Nous verrons aussi quel lien il y a entre la générosité et le bonheur, et pourquoi nous devons continuer d’être généreux.","Di ga tehe ki maada ma yé ipôla lem i likap ni maséé més, ni inyuki di nlama ke ni bisu i hôlôs lem i."
1872,16 L’esprit du monde est trompeur : il fait croire à des millions de personnes que le bonheur dépend de l’argent et des biens matériels.,"16 Mbuu u nkoñ isi u yé malôga, u ntinde ki didun di bôt i hoñol le ibale ba gwé moni ni nkus, ba ga ba maséé."
1873,"Et même si nous souhaitons sincèrement que le nouveau couple trouve le bonheur, il nous arrive de nous demander : ‘ Cette union sera- t- elle effectivement heureuse ?","To hala kiki di ngwés le bôt ba ntip biiba ba ba maséé, di yé le di badba le: ‘Baa ba ga ba maséé mu libii jap?"
1874,Leur examen peut nous aider à retirer des bienfaits de la faveur imméritée de Dieu et à rester concentrés sur ce qui nous vaudra le bonheur éternel.,"I nigil gwo i nla hôla bés i kôs nseñ u konangoo i mbuma ñañ i Djob, ni i bok mis més i ngii bibom bi boga di ga kôs, inyu loñge yés."
1875,Mt 5:9 : On trouve le bonheur en favorisant la paix .,Matéô 5:9 —Maséé ma yé ni bôt ba nkôp nsañ
1876,Mt 5:3 : On trouve le bonheur en étant conscient de ses besoins spirituels .,Matéô 5:3 —Maséé ma nlôl i yi le di gwé ngôñ ni mam ma mbuu
1877,"” . Le seul moyen de connaître le bonheur véritable, c’est de combler notre besoin le plus important : notre faim de vérité au sujet de Dieu et de son dessein nous concernant.","Di nla ndig kôhna bañga masé ibale di neebe i yônôs ngôñ yés i yi, hala wee ngoñ yés i yi Djob ni i yi sômbôl yé inyu yés."
1878,Puis poser ces questions : Qu’est- ce qui a aidé Donald à trouver le vrai bonheur ?,I mbus bat mambadga mana: Kii i bi hôla Donald i léba bañga maséé?
1879,"De plus, le cahier contiendra des idées pour deux conversations faisant suite au premier contact.","Jam lipe li yé le, kaat likoda li ñem sonde i ga bana mahoñol inyu minkwel ima mi mi noñna."
1880,Le Cahier pour la réunion Vie chrétienne et ministère de mars 2017 explique comment s’en servir.,"Inyu yi lelaa u nla gwélél yo ngéda u niiga mut Bibel, béñge kaat ñem sonde le Niñ yés ni nson wés u bikristen, i sôñ Matumb, nwii 2017."
1881,"À partir de septembre, le Cahier Vie et ministère contiendra de nouveaux modèles de présentations, intitulés « Enseigne la vérité ».","Ibôdôl i sôñ Dipos, kaat likoda li ñem sonde li ga bana ntén dihéga di mondo inyu ti bikaat bi sôñ, u u gwé ño le “Niiga maliga.”"
1882,"POURQUOI C’EST IMPORTANT : Même si les modèles de présentations qui paraissent dans le Cahier Vie et ministère contiennent des idées utiles, ce ne sont que des trames.","INYUKI HALA A YÉ NSEÑ: To hala kiki dihéga di mpam munu kaat likoda li ñem sonde di nla hôla bés, dihéga ndik di."
1883,"À la place, le Cahier Vie et ministère contiendra des suggestions de conversations composées d’une question, d’un verset et d’une question à laisser en suspens qui servira de base à la visite suivante.","Ndi, kaat likoda li ñem sonde i ga bana dihéga di minkwel di di ga ti bés mbadga inyu jubus nkwel, pes kaat, ni mbadga inyu tek hikuu hi lipeple."
1884,Le chant nouveau,Hiémbi hi yondo
1885,Et qu’est- ce qui est plus joli : le bruit d’un avion ou le chant d’un oiseau ?,Baa yak bañga dinuni di gwé ngôñ le ba kôôbana tjo ngim nloñ le di nyodnege mu inyu puuwe?
1886,"5 Lors de l’inauguration du temple, la musique et le chant ont eu un rôle important.","5 I mayibil ma témpel, nsik ni ntuba bi bééna mahee ngandak."
1887,"Détail intéressant, lorsque les Israélites servaient fidèlement Jéhovah, le chant avait une place importante dans leur culte.","I nyiba le ngéda bon ba nlômbi Israel ba bé ba tiñi ni Yéhôva, ntuba tjémbi u bé mahee ikété bibégés gwap."
1888,Chantez le chant nouveau !,Tôp hiémbi hi yondo!
1889,Mais le chant fait ressentir des pensées.,"Ndi ni hiémbi, ni nôgda mam ni nhoñol.”"
1890,Quel rôle le chant a- t- il dans le vrai culte ?,Umbe nseñ hiémbi hi gwé ikété bañga base?
1891,"Détail intéressant, lorsque les Israélites servaient fidèlement Jéhovah, le chant avait une place importante dans leur culte.","Yimbe le, ngéda bon ba nlômbi Israel ba bé ba tiñi ni Yéhôva, ntuba tjémbi u bé mahee ikété bibégés gwap."
1892,Que nous permet de faire le chant ?,Kii hiémbi hi nhôla bés i boñ?
1893,"Dans le Chant de Salomon, ou Cantique des cantiques, le roi reconnaît que même de fabuleuses richesses ne peuvent acheter l’amour.","Ikété kaat Hiémbi hi Salômô, kiñe a ñunda le ngandak yé lingwañ i bi la bé boñ le a bana to numbe mudaa a ngwés."
1894,"Rappel : Avant que l’assistance chante le nouveau cantique, faire écouter la musique une fois en entier.","Mbidga: Bôk ndugi, tuk nsik ngélé yada, mbus kal likoda le li tôp hiémbi hi mondo."
1895,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.","Mbidga: Bôk ndugi tuk nsik ngélé yada, mbus kal likoda le li tôp hiémbi hi mondo."
1896,"Réfléchissant à la réinstallation à Jérusalem, le psalmiste a chanté les paroles ci-dessus au sujet de Jéhovah.","Mu kii a bé hoñol matémb ma bibégés bipubi i Yérusalem, ntôptjémbi a bi loñge inyu Yéhôva i hiémbi hi yé hana i ngii."
1897,"Rappel : Avant que l’assistance chante le nouveau cantique, faire écouter la musique une fois en entier.","Ni hôya bañ: Soho ni emble ndugi nsik ngélé yada, mbus, likoda li ga tôp hiémbi hi yondo."
1898,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.","Mbigda: Ilole ni ntôp hiémbi, tuk ndugi nsik wé"
1899,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.",Mbigda: Ni emble ndugi nsik ngélé yada ilole ni ntôp hiémbi hi mondo.
1900,Délectez- vous à chanter le Royaume,Bé niglana hini hiémbi ’nyu Ane;
1901,"Dans les écoles publiques, les enfants devaient saluer le drapeau et chanter l’hymne national.","Bisuklu bi Ngomin bi bé bat baudu le ba nyéga libadô li nyuñg, ni tôp hiémbi hi loñ."
1902,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.",Mbigda: Tuk ndugi hiémbi hi mondo ngélé yada ilole baemble ba ntôp hio.
1903,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.",Mbigda: Ilole di ntôp hiémbi hi mondo di bôk di emble ndugi nsik wé.
1904,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.",Mbigda: Tuk ndugi hiémbi hi mondo ngélé yada ilole baemble ba mbôdôl tôp hio.
1905,"« La première fois que j’ai entendu la congrégation chanter le cantique 68, “Prière du petit”, j’ai été ému aux larmes.","“Ngéda me bi bôk me nok ba ntôp hiémbi nomba 68 i likoda jés, hi hi gwé ño ni hop pulasi le: ‘La prière du petit’ , me bi bôô maéya."
1906,Un homme doit savoir ce que signifie être le chef d’une maisonnée chrétienne.,Munlôm a nlama yi kii yé i ba ño i ndap lihaa i kristen.
1907,"8 Pendant que le chef parlait avec ses hommes, deux inconnus se sont dirigés vers la famille.","8 Mu kii ñane sônda a mal pôdôs bôt bé, bakén ba bôt iba ba lo ipañ lihaa li, ba yimbe bo kiki Mbôgi Yéhôva."
1908,Satan le Diable est le chef du monde.,Satan Nsohop nyen a yé ñane nu nkoñ isi.
1909,"Mais nous avons appris dans le chapitre 3 que le chef du monde, c’est Satan le Diable.","Ndi, kiki di bi nigil i Pes 3, Satan Nsohop nyen a yé toi ñane nu nkoñ isi."
1910,"Matthieu 16:17, 18 ne dit pas que l’apôtre Pierre allait être le chef de la congrégation chrétienne.","Kaat Matéô 16:17, 18 i nkal bé le ñôma Pétrô a bé lama ba ño u likoda li bikristen."
1911,"Mais le Chef invisible d’Israël, Jéhovah, savait exactement ce qu’il faisait.","Ndi Yéhôva, Ñéga nu Israel a bé yi toi jam a bé boñ."
1912,Qui est le chef du monde ?,Njee a ñane nkoñ isi?
1913,Qui était le chef de cette armée ?,Baa njee a bé énél ntôñ u gwét unu?
1914,La Bible avait prédit depuis longtemps que ce serait là où naîtrait le Chef promis .,"Ntandaa ngéda i bisu, Bitilna bi bi kal le mu i tison i nyen Ñane ba bi bôn a nlama gwéé. —Mika 5:1."
1915,Jésus a appelé Satan « le chef du monde ».,Yésu a bi sébél Satan le ñane nkoñ isi.
1916,"Dans la famille, nous respectons le chef de famille.",A bi kit le ndap lihaa i bana ñéga.
1917,"À cette époque charnière, il a clairement été utilisé par Jéhovah et par le chef de la congrégation.","Maliga ma yé le Yéhôva bo Yésu ba bé gwélél mankéé Russell ha ngéda i tôbôtôbô i, inyu éga ntôñ."
1918,Maintenant je sais que Jéhovah est le Chef.,"Nano, me nyi le Yéhôva nyen a ñénél kiki Nwet."
1919,Vérité : Satan le Diable est le chef de ce monde.,Maliga: Satan Nsohop nyen a yé ñane nkoñ isi.
1920,CE QUE LA BIBLE DIT : Le mari est le chef de famille .,JAM BIBEL I NKAL: Nlôm nyen a yé ño u ndap lihaa. —Efésô 5:23.
1921,"Mikaël est le chef de l’armée de Dieu, qui est composée d’anges fidèles.","Mikaél nyen a yé Nkena ntôñ gwét u Djob, u u gwé biañgel bi téé sép."
1922,11 Jésus savait qui est le chef du monde.,11 Yésu a bé yi njee a ñane toi nkoñ isi.
1923,"Puis, Walter a commencé un cours biblique avec le chef de la police.",Ha nyen Walter a bi bôdôl nigil Bibel ni ñane bisônda wada.
1924,"Le chef de famille a notamment la responsabilité de fournir nourriture, vêtement et logement.","Ngéda mut a yé ño u ndap lihaa, nyen a nlama ti lihaa jé bijek, mambot, ni homa liyééne."
1925,"De plus, c’est le chef de famille qui prend les décisions finales.",Nyen a gwé buk i nsôk ngéda makidik ma nlama yôña inyu ngim jam.
1926,"« Maintenant a lieu un jugement de ce monde, dit Jésus ; maintenant le chef de ce monde sera jeté dehors.",Yésu a nkal le: “Nano i nkoñ isi unu u yé ikété bikééhene; nano ñane nkoñ isi unu a’ léña i mbégdé.”
1927,16 Satan est le chef de ce monde ; la malhonnêteté généralisée qui nous entoure ne nous étonne donc pas.,"16 Hala a nhélés bé bés le malôga ma ba homa nyensôna, inyule Satan nyen a yé ñénél nkoñ isi."
1928,Tout le monde saura que Dieu est le Chef et qu’il peut donner un royaume à qui il veut.’”,"Bôt bobasôna ba ga yimbe le, Nyambe nyen a yé Ñane, ni le ane, a nti yo tonjee a ngwés.”’"
1929,"Le « monde » désigne les gens qui ne servent pas Dieu et qui sont influencés par le chef du monde, Satan.","I buk ini le “nkoñ isi” i mbéñge bôt ba nyi bé Nyambe, ni ba ba yé i si énél i ñane nkoñ isi, le Satan."
1930,"Il décidera peut-être de quitter la maison, ou alors le chef de famille sera obligé de lui demander de partir.","A nla kit le a mpam i ndap, tole isañ mbai a nla bii nye mbédgé."
1931,"Le chemin, la vérité, la vie","Njel, maliga, ni niñ"
1932,"2 Sur le chemin du retour, le prophète a rencontré de façon inattendue un vieil homme de Béthel.","2 Ngéda a bé témb, mu njel yé, mpôdôl a boma mañ mut wada u u bé lôl i Bétel, nkoñ wada mu libôga."
1933,« Je [...] t’enseignerai le chemin où tu dois aller » .,"“M’a ti we maéba, me niiga ki we i njel u nlama kil.” —Tjémbi 32:8"
1934,c’est le chemin béni.,Djob a mal ôm yo siñ.
1935,"C’est pourquoi vous apprécierez certainement d’en apprendre davantage sur Jésus, « le chemin, la vérité et la vie » !","Di nhémle le n’a ba maséé i nigil mam mape ma mbéñge Yésu, “njel, maliga, ni niñ.”"
1936,"JÉSUS EST BEL ET BIEN LE CHEMIN, LA VÉRITÉ ET LA VIE","YÉSU A YÉ TOI NJEL, MALIGA, NI NIÑ"
1937,"C’est le chemin, le chemin de la vie.","I bana niñ, ini yon i yé njel,"
1938,"Quelque temps auparavant, Jésus avait dit à Thomas : « Je suis le chemin, la vérité et la vie.","Ndék ngéda i bisu, Yésu a bi kal Tômas le: “Men me yé njel, me yé maliga, me yé ki niñ.”"
1939,"« Je suis le chemin, la vérité et la vie », répond Jésus.","Yésu a ntimbhe le: “Men me yé njel, me yé maliga, me yé ki niñ.”"
1940,Le chemin de la vérité.,I nôgôl mbén Djob ngi wonyu.
1941,14 3 Celui qui doit préparer le chemin est né,14 3 I mut a nlama kôôba njel a ngwéé
1942,Jéhovah guide ses serviteurs sur le chemin de la vie,Yéhôva a ñéga litén jé ikété njel niñ
1943,"L’un des dix n’est pas seulement guéri, il est certainement aussi sur le chemin de la vie.","Wada ikété jôm a nkôs ndik bé mbôô, ndi a yé yak i njel niñ."
1944,SUR LE CHEMIN DE CANAAN,I NJEL KANAAN
1945,"Jean 14:6 : En quel sens Jésus est- il « le chemin, la vérité et la vie » ?","Yôhanes 14:6 —Inyuki di nla kal le Yésu a yé “njel, maliga, ni niñ”?"
1946,Celui qui doit préparer le chemin est né,I mut a nlama kôôba njel a ngwéé
1947,.,
1948,"Sur le chemin du retour, Joseph et Marie s’aperçoivent que Jésus n’est pas là.","Ngéda ba bé ba nhuu, Yôsef bo Maria ba bi léba le Yésu a ta bé ni bo."
1949,Dieu promet : « Je te rendrai perspicace et t’enseignerai le chemin où tu dois aller.,"Djob a mbôn le: “M’a ti we maéba, me niiga ki we njel u nlama kil."
1950,"Le chemin qui mène à cette liberté, c’est la voie de l’obéissance.","Njel i nkena i kunde i, i yé manôgla."
1951,"Jésus : le chemin, la vérité, la vie","Yésu: Njel, maliga, ni niñ"
1952,"« Je suis le chemin, la vérité et la vie.","“Men me yé njel, ni maliga, ni niñ."
1953,"» De même, Proverbes 16:31 déclare que « les cheveux blancs sont une couronne magnifique quand ils se trouvent sur le chemin de la justice ».",Yak kaat Bingéngén 16:31 i nkal le: “Ño mbu u yé ntut lipém won u nlébna mu njel telepsép.”
1954,Lc 12:7 : Le fait que Jéhovah nous connaît intimement révèle qu’il s’intéresse sincèrement à nous .,"Lukas 12:7 —Mu kiki Yéhôva a nyi bés loñge loñge, hala a ñunda njôôñ nduña a gwé inyu yés"
1955,Pourquoi voyons- nous différentes couleurs dans le ciel ?,Inyuki di ntehe mintén ni mintén mi minsonol i ngii?
1956,"Ses apôtres continuaient de regarder vers le ciel, mais il était parti.","Banigil ba bi kida ba nun ngii, ndi Yésu a bé nkenek."
1957,"« Le ciel appartient à Jéhovah, mais la terre, il l’a donnée aux fils des hommes. »","“Ngii i yé i Yéhôva, ndi hisi a ti hio bon ba bôt.” —Tjémbi 115:16"
1958,"SUR le mont des Oliviers, les apôtres de Jésus fixent le ciel.","BAÔMA bana ba téé i ngii hikôa hi Ôlivé, ba béñgege ngii."
1959,C’est lui qui a créé tout ce qu’il y a dans le ciel et sur la terre.,Nyen a bi heg mam momasô i ngii ni isi.
1960,1 Dieu crée le ciel et la terre,1 Djob a bi hek ngii ni hisi
1961,L’époque est venue : Christ est Roi dans le ciel.,"Ngéda i nkola le Mésia a ñénél,"
1962,"Mais un jour, Jésus ressuscité lui a parlé depuis le ciel.","Yésu Kristô nyemede nyen a tééne nye likalô mbus bitugne gwé, a ma témb i ngii."
1963,"» En réponse, son Père a affirmé depuis le ciel : « Je l’ai glorifié et je le glorifierai de nouveau. »","Ha nyen Isañ a timbhe nye, kiñ i lôlak i ngii le: “Me bi ti jo lipém, m’a ti ki jo lipém.”"
1964,"Bien avant de créer Adam, Jéhovah a créé dans le ciel un ange très puissant.","I kôba ni kwañ, ilole a nheg Adam, Yéhôva a heg mpémba añgel wada i ngii."
1965,Il explique que Dieu lui a donné tout pouvoir dans le ciel et sur la terre.,Yésu a nkal bo le Djob a nti nye kunde yosôna i ngii ni isi.
1966,"« Au commencement, Dieu créa le ciel et la terre » .",“I bibéé Nyambe a hek ngii ni isi.” —Bibôdle 1:1
1967,"« Tout ce qui lui plaît, Jéhovah le fait, dans le ciel et sur la terre » .","“To kinje jam li nlémél Yéhôva, jon a mboñ, i ngii ni isi.” —Tjémbi 135:6"
1968,"« Son fils lui a dit : “Père, j’ai péché contre le ciel et contre toi.","Yésu a nkal le: “I mbus, man wé a kal nye le: ‘A pua, me bi boñ ngii béba, me boñ ki we béba."
1969,"De plus, il dit depuis le ciel : “ Celui-ci est mon Fils, le bien-aimé, que j’ai agréé.","Ngéda Yôhanes a sôble Yésu, Yéhôva nyemede a pôdôl i ngii, a kal le: “Man wem nu gwéha nunu, a nlémél me.”"
1970,"Tandis que le serviteur d’Éliya transmet le message du prophète à Ahab, le ciel s’obscurcit.","Ngéda nlimil u Élia u nke i legel Ahab ñwin, ngii yosôna i nkôp jiibe, yak soso mbebi i ka hoñ."
1971,"Quand Jésus était sur terre, Jéhovah a parlé depuis le ciel à trois occasions.","Ngéda Yésu a bé hana isi, kiñ Yéhôva i bi nôga letee ni ngélé aa, i lôlak i ngii."
1972,Il se trouve dans le ciel et il dominera sur la terre.,"I yéne i ngii, nyo nyen i ga énlene hisi hini."
1973,"Que ta volonté se fasse, comme dans le ciel, aussi sur la terre » .",Sômbôl yoñ i bôña ’isi kiki ngii.”
1974,"Ces anges matérialisés demandent alors : « Hommes de Galilée, pourquoi vous tenez- vous là à regarder le ciel ?","Biañgel bi, bi nyoñ nyuu minsôn, bi mbat bo le: “A bôt ba Galiléa, inyuki ni nkida ni mbéñge ngii?"
1975,C’est le gouvernement de Dieu dans le ciel qui fera de la terre un paradis.,Ane i Djob i yé énél i ngi i ya’ lona paradis hana isi.
1976,C’est vrai qu’il ne nous parle pas directement depuis le ciel.,"I yé maliga le, di nok bé nye a mpôdôs bés, kiñ i lôlak i ngii."
1977,Chères anonymes remarquées dans le ciel.,"Bibel ’nsima bé bo, ndi Djob a nyi môl map."
1978,"Il a pris les pains et les poissons, il a regardé vers le ciel et il a prié.","Yésu a yoñ bikoga ni tjobi, a paa mis i ngii, a soohe."
1979,"Puis levant les yeux vers le ciel, Jésus lui dit : « Effata », ce qui signifie : « Ouvre- toi.","A béñge ngii, a kal le: “Yibla.”"
1980,302 133 Le corps de Jésus est préparé et enterré,302 133 Mim u Yésu u yé nkôôbaga inyu majôna
1981,"Mais là où la sagesse merveilleuse de Dieu se voit le plus, c’est dans le corps humain !",Pék i Djob i ntibil yaga bé nene homa numpe kiki ikété nyuu mut binam.
1982,Le corps d’un gymnaste est ‘ exercé par l’usage ’.,Nyuu i mut lihianda i nlet mu kiki a nsélés yo
1983,"À présent, réfléchissez : Si les sorcières peuvent faire cela, qu’est- ce qui en réalité quitte le corps ?","Hanano batba wemede le: ‘Ibale bôt ba liemb ba nla boñ hala, ki i nyék toi nyu?’"
1984,LE CORPS DE JÉSUS EST DESCENDU DU POTEAU,BA NSUHUS MIM YÉSU I KÉK
1985,"39 Le corps de Jésus a été déposé dans un tombeau, une grotte taillée dans le rocher.",39 Yésu a juba ikété ntôbôg liaa tole soñ.
1986,"Ils sont assis là où se trouvait le corps de Jésus, un à la tête et l’autre aux pieds.","Wada a nyii het ño u Yésu u bé u niñne, numpe makôô."
1987,"Pourtant, Jésus savait aussi que la vie « signifie [...] plus que la nourriture, et le corps plus que le vêtement ».","To hala, Yésu a bi unda le ‘nom i nlee bijek, nyuu ki i nloo bienk .’"
1988,"22 Marthe, qui comme d’habitude a l’esprit pratique, fait remarquer que le corps doit sentir, quatre jours après le décès.","22 Marta, nu a nsélés boña kiki lem, a mpala kal le mim u nlama numb inyule hala a yé dilo dina nano le Lasarô a bi wo."
1989,Craignez plutôt celui qui peut détruire à la fois l’âme et le corps dans la géhenne » .,"Yésu a nkal le: “I bôt ba nla nol nyuu ndi ba nla bé boñ le ni nimis niñ, ni kon bañ bo woñi; ndi nu a nla mélés niñ ni nol nyuu ikété Géhéna, nyen kona woñi.” —Matéô 10:24, 28."
1990,"21 Parce qu’il se trouve avec les autres disciples, Pierre apprend une nouvelle incroyable : le corps de Jésus a disparu.","21 Pétrô a ntégbaha ngéda lôñni lôkisañ i mbuu, inyu hala nyen a nkôs ñwin u mbuma ñañ le mim u Yésu u nyoi."
1991,C’est ce que Marc 15:43 indique : « Il eut le courage d’entrer chez Pilate et demanda le corps de Jésus. »,"Makidik ma a bi yoñ, ma nene mu bibuk di nléba i kaat Markô 15:43: “A kandal nyuu, a ke yak Pilatô, a yét mim Yésu.”"
1992,Mt 26:26 : Le pain du Mémorial représente le corps de Jésus .,Matéô 26:26 —Koga i Bilôp bi Nwet i yé yimbne i nyuu Yésu
1993,"Le corps entre aussitôt en action pour arrêter le saignement, dilater les vaisseaux sanguins, réparer la blessure et renforcer les tissus.","Kunda yada, nyuu i mbôdôl sal inyu kit matjél, yibil minkañ, mélés mbabaa, ni lédés nsôn."
1994,"« De lui tout le corps, en étant harmonieusement assemblé et en coopérant, contribue à la croissance du corps » .","“Ngim nyuu yosôna i tiñi ni nye le bijô gwé bi soobana, di adbana loñge.” —EFÉSÔ 4:16."
1995,"Il a enveloppé le corps dans un tissu en fin lin, avec des aromates, et il l’a déposé dans une tombe neuve.","Yôsep a hoo mim binunumba, a lép ki wo ni loñge mboñ, a niñi wo ikété soñ i mondo."
1996,"Il leur donne néanmoins cet encouragement : « N’ayez pas peur de ceux qui tuent le corps, mais qui ne peuvent pas tuer l’âme.","Yésu a nkôs ndééñga ni ngolba inyule a ñañal Ane Djob, yak bo ba ga boma yo."
1997,"Par ailleurs, l’esprit est la force de vie qui active le corps, mais il ne peut rien faire en dehors du corps.","I loo ki hala ngui niñ yon i ntinde mut i boñ mam, ndi i nsal bé ibale i ta bé i nyu mut."
1998,b) De quel genre d’exercices le corps a- t- il besoin pour se développer et pour parvenir à une parfaite coordination des mouvements ?,Umbe ntén lihianda nyuu i gwé ngôñ inyu hôlôl?
