,french,bassa
1335,"Cela dit, nous n’avons pas laissé retomber nos mains.",Ndi di bi tomb bé.
1336,"Comment Jéhovah a- t- il fortifié les mains de Moïse, d’Asa et de Nehémia ?","Lelaa Yéhôva a bi lédés moo ma Môsé, Asa, ni Néhémia?"
1337,"» Olinda ajoute avec un sourire : « Au volant de leur bus, les chauffeurs nous saluaient d’un signe de la main et certains nous ont crié : “Bravo pour ce que vous faites !”","Sita Olinda a nkônde, a nwemlaga le: “Baluk matôa makeñi ba bé pek bés, ba kalak bés ni kiñ ngii mu matôa map le, ‘bôlô lam ô!’"
1338,"De bonnes habitudes d’hygiène, c’est entre autres se laver les mains à l’eau et au savon avant de manger ou de manipuler de la nourriture, après avoir été aux toilettes, et après avoir lavé ou changé un bébé.","I ba mapubi i nkobla yak le di jôa moo ni sobe ni malép ilole di nje tole di ntihba bijek, ngéda u mpémél i luk, ni ngéda u mal nugus tole u nhéñha man mabadô ma masai."
1339,"On nous faisait même parvenir clandestinement des Tour de Garde, que nous recopiions à la main pour les étudier.","Hiki ngéda, di bé kôhna yak mbamble ba nsébél le La Tour de Garde , u di bé tiimba tila ni moo inyu gwélél wo i gwilgil gwés."
1340,"S’appuyer sur sa main, défendre son dessein,","Ngeñ di nsôñ maliga, Djob a nti bés bibuk"
1341,"Jusqu’à la fin du XIXe siècle, les médecins touchaient souvent des cadavres, puis des patients, sans se laver les mains entre-temps.","Hala a yé nano bebee le 150 nwii le, bidokta bi bééna lem i tibil bakokon —bo ngi jôwa moo, ki ba ma tihba mim."
1342,"Il lui a dit : « N’aie pas peur, car la main de Saül mon père ne te trouvera pas ; toi, tu seras roi sur Israël, et moi, je deviendrai le second après toi » .","Yônatan a kal David le: “U kon bañ woñi, inyule woo u tata Saulô w’a koba bé we, ndi we w’a pot mbok ikété Israél, me ki m’a ba mut a nyônôs iba.” —1 Samuel 23:16, 17."
1343,Mc 7:5-8 : Pourquoi les pharisiens insistaient- ils autant sur le lavage des mains ?,Markô 7:5-8 —Inyuki jam li jôa moo li bé tééñga Farisai?
1344,13 Biographie : Déterminé à ne pas laisser retomber mes mains,13 Ñañ u niñ i bôt —Me bi yoñ makidik le me ga tomb bé
1345,"Mais je me suis rendu compte avec l’expérience qu’au lieu de se décourager et de laisser retomber ses mains, il vaut mieux tirer leçon de ses erreurs.","Me bi pam i nok le, iloole u nwas le mahôha moñ ma tômbôs we, i yé nseñ le u ôt biniigana mu mahôha ma."
1346,"« Pendant les huit ans où je suis resté éloigné de l’organisation de Jéhovah, les anciens n’ont pas cessé de me tendre la main.","“To hala kii me bi tégbaha ñwii juem haa ni likoda, mimañ mi bi waa bé yuuga me."
1347,Ces deux articles expliquent comment Jéhovah se révèle « notre Potier » et comment être de l’argile souple dans ses mains.,"Ikété gwigil bini biba, di ga tehe lelaa Yéhôva “Mma wés” a ma  bés, ni kii di nlama boñ inyu yila kiki ték lima ikété moo mé."
1348,"Ouvrir la main aux humbles et aux indigents,","Hiki ngéda di nhôla hiyeyeba,"
1349,"10, 11. a) Comment Satan essaie- t- il de faire retomber nos mains ?","10, 11.  Lelaa Satan a noode tômbôs moo més?"
1350,"Par exemple, ils ne se lavent pas les mains avant de prendre un repas » .",Kekikel Djob a bi kal bé litén le li noñ lem i ‘jôwa moo ipam i liboñ li woo.’
1351,"Tu ne marches pas avec lui main dans la main, bien que cette idée soit agréable.","Hana, Yéhôva a nti bé we yi le a nkiha ni we, a gwelek woo woñ, to hala kiki mahoñol ma, ma nlémél we."
1352,"Bien que la Bible enseigne que l’adversaire de Dieu, Satan, a pouvoir sur les systèmes politiques, elle ne dit pas qu’il tient chaque dirigeant ou responsable dans sa main .","Jon di nlama bé tinde bôt i hoñol, inyu ngim mut tôbôtôbô nu a bééga énél, le Nsohop nyen a ñéga nye."
1353,Sont l’œuvre de ses mains.,Bi yé nson u woo wé.
1354,"Mais après avoir étudié la Bible, il a changé d’avis.","Ndi mbus a bi nigil Bibel, a héñha mahoñol."
1355,Mais sois patient.,"Ndi, bana woñgut tole hônba."
1356,Mais pourquoi sommes- nous si différents des autres religions ?,Kii i mboñ ni le di lôôha ba maselna ni ntôñ wo ki wo umpe?
1357,"Un serviteur se tourne vers son maître, c’est-à-dire compte sur lui, pour recevoir nourriture et protection. Mais il doit aussi se tourner constamment vers lui pour comprendre quelle est sa volonté et la faire.","A bé gwés kal le nkol u nun ndik bé nwet wé inyu kôs bijek, tole inyu boñ le a sôñ nye, ndi le nkol u nlama béñge nwet wé inyu yimbe mam ma nkon nye ngôñ, kayéle a yônôs mo."
1358,"Nous ne pouvons pas comprendre exactement ce que tu ressens, mais Jéhovah, si, et il continuera de te réconforter.","Di ta bé le di nok loñge loñge yom u nôgda, ndi Yéhôva a nok we loñge loñge, a’ ke ki ni bisu i téé we."
1359,"» Mais d’après toi, des personnes qui ont des personnalités radicalement différentes sont- elles condamnées à ne pas s’entendre ?","Ndi baa u nhoñol le, bôt ba mpôna bé bilem ba nlama ndik bana ngimanôgla ipôla yap?"
1360,"Ses parents, Adam et Ève, y ont vécu à une époque. Mais à présent, ni eux ni leurs enfants ne peuvent y entrer.","Bagwal bé ba bi niñ nyoo, ndi i len ini, to bo, to bon bap, ba nla ha bé jôp nyoo."
1361,"Chose étonnante, non seulement ils ne sont pas payés, mais en plus ils couvrent volontiers leurs frais eux- mêmes.","Jam li hélha li yé le, u héya le ba nkôs bé nsaa inyu bôlô yap, ba yé ki maséé i gwélél moni nwap inyu nit nson u."
1362,"Mais certains humains, comme Abel, Hénok et Noé, sont restés fidèles à Dieu .","Ndi, ndék bôt kiki Abel, Énok, ni Nôa, i bi waa bé téñbe ni Yéhôva. —Lôk Héber 11:4, 5, 7."
1363,"Dans la plupart des cas, ils faisaient un tel vœu pour une période limitée. Mais certains, comme Samson, Samuel et Jean le Baptiste, ont été naziréens toute leur vie.","Ngandak i bé boñ malômbla ma inyu ndék ngéda, ndi bape kiki Simsôn, Samuel ni Yôhanes Nsôble, ba bé Nazir niñ yap yosôna."
1364,"Mais d’un autre côté, cela m’a permis de rencontrer Happy, une pionnière spéciale zélée originaire du Cameroun.","Jam lilam li yé le me bi boma Happy, a bé nsañal nu tôbôtôbô, a bak makénd kiyaga, a lôlak i loñ Kamerun."
1365,"Jéhovah se sert des anciens pour nous façonner, mais nous devons faire notre part .","Yéhôva a ngwélél mimañ mi likoda inyu ma bés, ndi di gwé yés bôlô i boñ"
1366,4 Mais qu’en a pensé Jéhovah ?,4 Lelaa ni Yéhôva a tehe liboñok li Asa?
1367,"Elle l’a attrapé par ses vêtements, mais il s’est enfui.","A gwel nye mbot yé, ndi Yôsep a bi ôt ngwéé."
1368,"« Ce peuple m’honore des lèvres, mais leur cœur est très éloigné de moi.","“Bôt bana ba mbégés me [Djob] ni bibép gwap, ndi miñem nwap mi mal ke nonok ni me."
1369,Mais tant que dureront,"Ilole u nyoñ mam,"
1370,Mais nous avons passé des moments très joyeux avec eux.,"Ndi i tégbaha ngéda ni baudu ba, i bi ba loñge ngéda kiyaga."
1371,"» Mais refusant d’être à nouveau manipulé par eux, Pilate répond : « Ce que j’ai écrit, je l’ai écrit » .","Ndi kiki Pilatô a nwaa le ba ngwélél nye kiki ba ngwés, a ntimbhe le: “Me mal tila i yom me ntila” —Yôhanes 19:19-22."
1372,"Mais dans la réalité, il en va tout autrement.","Ndi, maliga ma yé le, hala a yé ndik eem."
1373,"Il n’était pas Juif, mais les Juifs le respectaient.","Lôk Yuda i bé ti nye lipém, to hala kiki a bé bé man Lôk Yuda."
1374,Mais que faire si nous avons des doutes sur certains divertissements ?,"Ndi, kii di nla nkal inyu mintuk mi di nyi bé loñge, too mi yé minlam, too mi yé mimbe?"
1375,"Ils nous invitaient à dîner, mais nous devions arriver après la tombée de la nuit.","Ba bé naña bés ngim mangéda i je ni bo kôkôa, ndi di bé lama ke ndik nyoo ni juu, inyu boñ le mut a tehe bañ bés."
1376,Mais elle sait aussi que la tenue d’un enfant rejaillit sur la réputation de ses parents.,"A nyi ki le ibale man a yé mapubi tole mahindi, hala a nla ti bagwal jôl lilam tole libe."
1377,"On s’aperçoit par ailleurs, en examinant ces dispositions, que son souci ne se limite pas aux membres d’une seule nation, mais s’étend à des gens de toutes nations, tribus et langues. — Actes 10:34, 35.","Bitelbene gwé bi ñéba le a ntôñ ndig bé bôt ba loñ yada, ndi bôt ba biloñ gwobisôna, ba matén momasôna, ni dilémb tjodisôna.—Minson mi baôma 10:34, 35."
1378,"Ils consentent assez volontiers au mariage parce qu’ils pensent que cela conviendra à leurs besoins, mais ils souhaitent pouvoir s’en dégager aussitôt que cela leur imposera trop de contraintes.","Ba njôp ikété libii bo ngi tibil kôôba inyule ba nhoñol le ba ga yônôs ngôñ yap. Nlélém ngéda, ba yé bebee i pam mu libii li ngéda ba nkahal nôgda mandutu."
1379,8 Naomi encourage Ruth à accepter la proposition de Boaz de glaner dans ses champs et près des jeunes femmes de sa maisonnée pour que les moissonneurs la laissent tranquille.,"8 Naômi a nti Ruth makénd le a neebe mahôla ma Bôas, ni le a ke ni bisu i toohe ikété nwom nwé. A nkal ki nye le a yén bebee ni bingond bi ndap i Bôas inyu kéñ le babumbul ba ntééñga bañ nye."
1380,Un homme doit savoir ce que signifie être le chef d’une maisonnée chrétienne.,Munlôm a nlama yi kii yé i ba ño i ndap lihaa i kristen.
1381,Elle raconte qu’elle a été « beaucoup encouragée et réconfortée » en voyant les nombreux volontaires de tout le Japon et de l’étranger s’activer pour réparer les maisons et les Salles du Royaume.,"A nkal le: A bi “kôs makénd ni hogbe” ngéda ngandak bilôk bikéé i bi lôl bahoma bape ba Yapan, ni biloñ bipe inyu tibil gwom bi bi ôbi, ibabé le ba kôs nsaa."
1382,Une maison confortable et un travail satisfaisant.,Loñge bôlô ni mandap malam.
1383,"Aux coins des rues, dans les maisons.","Miñañ minlam, homa nyensô;"
1384,Ils ont passé toute la nuit au froid dans une chambre à l’étage de leur maison très abîmée.,Ba bi tégbaha u wap ikété ngañgañ jiibe ni ikété lisuni mu ndap yap ndegi i yônôs iba.
1385,"Ces paroles que je t’ordonne aujourd’hui devront être sur ton cœur ; il faudra que tu les inculques à ton fils et que tu en parles quand tu seras assis dans ta maison et quand tu marcheras sur la route, quand tu te coucheras et quand tu te lèveras » .","Bibañga bini me nkal we len ini gw’a ba i ñem woñ; u tiblak niiga gwo bon boñ, u kwélhege bo mu ngéda u yii ndap yoñ, ni ngéda u yé nlôm njel, ni ngéda u nañal, ni ngéda u ntelep.”—NDIIMBA MBÉN 6:5-7."
1386,"Le roi accorde à Ezra « tout ce qu’il demand[e] » pour la maison de Jéhovah : or, argent, blé, vin, huile et sel, d’une valeur totale supérieure à 100 millions d’euros aux cours actuels.","Kiñe i neebe Esra “minyembhe nwé nwominsôna” inyu ndap Yéhôva—gôl, silba, blé, wai, môô, ni bas, gwobisôna bi loog 50 000 ma didun ma moni nwés i len ini."
1387,"Soudain, un bruit semblable à celui d’un violent coup de vent retentit dans la maison où ils se trouvent.",Ndi mbimba kikii mbuk mbebi nunkeñi i pak ndap yosô.
1388,"Ceci est ton action, ta maison,","A Nwet wés, wen u ñoñ ndap ini,"
1389,"Quand, dans une maison ou dans une ville, on ne vous accueillera pas ou on ne vous écoutera pas, en partant secouez la poussière de vos pieds » .","Nu ni nu a nleege bé bé to emble bibuk binan, i ngéda ni mba ni nyodi mu ndap i tole mu tison i, ni kumb lipum li biték li li yé mu makôô manan.” —Matéô 10:12-14."
1390,"Et, dans un cas rare, Corneille et ceux de sa maison ont été oints avant d’être baptisés .","Jam li tôbôtôbô li yé ki le, Kornéliô ni bôt ba ndap yé, ba bi yila minhook iloo yaga le ba nkôs sôble. —Minson mi baôma 10:44-48."
1391,"» Bob a accepté, et il a quitté la maison à 21 ans pour être pionnier.","Bob a bi neebe, a nyodi ndap inyu nson nsañal, a ban-ga 21 nwii."
1392,5 Les disciples dans cette maison à Jérusalem n’oublieraient jamais ce jour.,"5 Banigil ba bé i tuñ i ngii, ba ga hôya bé kel i."
1393,"Jésus trouve une maison où loger, mais il ne veut pas que les gens sachent qu’il est là.","Yésu a nléba ndap inyu yén ndi, a nsômbôl bé le bôt ba yi le a yé ha."
1394,"Des logements confortables : « Oui, ils bâtiront des maisons et les habiteront » .","Mandap malam: “B’a oñ yaga mandap, ba yééne mu”. —Yésaya 65:21."
1395,Ils montent alors sur le toit en terrasse de la maison et créent une ouverture en retirant des tuiles.,"Ba mbet i ngii nyôl u ndap, ba yibil wo i homa Yésu a yé."
1396,"Heureux de constater le repentir de Zachée, Jésus lui dit : « Aujourd’hui, le salut est entré dans cette maison, parce que lui aussi est un fils d’Abraham.","Mu kii Yésu a yé maséé i tehe le Sakiô a nhiel toi ñem, a nkal nye le: “I len ini, tohi i njôp munu i ndap ini, inyule yak nye a yé man Abraham."
1397,"Un jour, des gens ont voulu amener un homme paralysé dans la maison où était Jésus.","Kel yada, ba bi lona ñambge mut i ndap Yésu a bé a yiine."
1398,"Ne perdons jamais de vue que, si notre maison et nos biens sont propres, cela constitue en soi un témoignage.","Di hôiga bañ le ibale ndap yés ni masañgô més ma yé mapubi, hala a yé mbôgi ilam inyu Djob."
1399,"Par contre, si votre affection mutuelle s’est étiolée, c’est comme si tous les beaux objets avaient disparu progressivement de la maison ; votre mariage est aussi austère qu’un intérieur sans aucune décoration.","Ibale gwéha nan i nhoi, a yé wengoñle i gwom bi nlémés ndap nan bi nyoi yada yada. Ndap nan i yégle ndigi kiki ndap maéya."
1400,"Chaque entrée de maison est pour moi une chaire , et j’ai prêché la bonne nouvelle du Royaume à beaucoup de gens.","Hiki ndap me nkoode, yon i yé me hikôma, me ma añle ki ngandak bôt ñañ nlam u Ane Djob.”"
1401,C’était comme si j’étais revenu à la maison » .,Me bé kikii mut nu a ntémb i loñ yé.”—Markô.
1402,"En 1946, quand je suis rentré à la maison pour l’été, nous avons assisté à une assemblée aux États-Unis, à Cleveland .","I nwii 1946, ngéda me bi témb i mbai inyu noi i sép, di bi ke i likoda li ndôn i tison i Kleveland, i pes mbok i Ôhiô, i loñ Amérika."
1403,"Nous lisons que, jour après jour, il s’approche aussi près que possible de la maison des femmes pour savoir comment se porte sa fille adoptive (Est.","Ñañ u nkal bés le hiki kel, a nlo bebee ni ndap i bôda inyu noode yi lelaa Ester a nke."
1404,Et il éprouve le même amour pour tous ceux qui accueillent « le royaume de Dieu comme un jeune enfant » .,A gwé nlélém gwéha inyu ba bobasôna ba ‘nleege Ane Nyambe kiki mañge ntitigi.’ —Lukas 18:17.
1405,"Ils se sont peut-être dit que, comme la plupart des espions avaient dit la même chose, ce devait être vrai.","Bebek inyule ba bi hoñol le jam li li bé maliga, inyule libim li bôt ba mbep li bi ti nlélém ñañga u bitembee."
1406,"Un père sage et plein d’amour instruit ses enfants. De même, Dieu enseigne à tout le monde la meilleure façon de vivre.","Nlélém kikii isañ nu gwéha ni nu pék a niiga bon bé, hala nyen Djob a niiga bôt mbog yosôna lelaa ba niñ i nya i nlôôha loñge."
1407,"» De même, les prêtres en chef et les scribes se disent entre eux : « Que le Christ, le roi d’Israël, descende maintenant du poteau de supplice.","Yak baéga biprisi ni bayimbén ba kalna bo ni bo le: “Ibale a yé Kristô, Kiñe Lôk Israel, a sôhôk ni nano i kék njiiha inyu boñ le di tehe, di hémle ki.”"
1408,"Il a dit : « De même que furent les jours de Noé, ainsi sera la présence du Fils de l’homme [les derniers jours].","A bi kal le: “Kiki i ba dilo di Nôa, hala ki nyen malôl ma Man mut [tole dilo di nsôk] m’a ba."
1409,"Chose étonnante, non seulement ils ne sont pas payés, mais en plus ils couvrent volontiers leurs frais eux- mêmes.","Jam li hélha li yé le, u héya le ba nkôs bé nsaa inyu bôlô yap, ba yé ki maséé i gwélél moni nwap inyu nit nson u."
1410,"Ils ont le même sentiment que le psalmiste, qui a écrit : « Combien j’aime ta loi, oui !","Ba nôgda kiki ntôp tjémbi, nu a tila le: “Kinje gwéha me ngwés mbén yoñ!"
1411,"” De même que l’eau redonne vie à un arbre desséché, une parole calme dite par une langue apaisante peut redonner le moral à celui qui l’entend.","* Kiki malép ma nti nkôt e niñ, hala nyen bipôdôl bilam bi nlôl i tomba hilémb bi nla hôyôs miñem mi baemble."
1412,Un mari doit aimer sa femme comme il s’aime lui- même.,Munlôm a nlama gwés nwaa wé kii a ngwés nyemede.
1413,Que dis- tu au sujet de toi- même ?,Kii u nkal inyu yoñ wemede?”
1414,"» En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir.","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo."
1415,Choisis des amis qui aiment Jéhovah et qui suivent les mêmes normes que toi.,"Pohol mawanda ikété bet ba ngwés Yéhôva, ba ban-ga minlélém mi matiñ kiki we."
1416,"» Même à 91 ans, je me souviens encore de la peine que ces paroles m’ont faite.","To hala kii me gwé 91 ñwii i len ini, me ngi hoñlak njôghe me bi nôgda ngéda me bi nok bibuk bi."
1417,Peut-être même se demanderont- ils : « Que dois- je faire pour être sauvé ?,"Bebek le ba nla ki badba le, ‘kii me nla boñ inyu pamba?’"
1418,"13 Le conseil de Jéhovah a continué d’être utile à Job, même après la fin de ses épreuves.",13 Maéba ma Yéhôva ma bi kônde lona Hiôb bisai yak ngéda mandutu mé ma bi mal.
1419,"Même s’il les avertit que le monde aura de la haine pour eux, Jésus les rassure : « Si le monde vous hait, vous savez qu’il m’a haï avant de vous haïr.","To hala kiki a mbéhe bo le nkoñ isi u ga oo bo, Yésu a nti banigil bé makénd, a nkal le: “Ibale nkoñ isi u ñoo bé, ni nyi le u bi oo me ilole u ñoo bé."
1420,"Quand tu iras voir les anciens, ils apaiseront ton cœur au moyen des Écritures et de prières sincères. Ils atténueront ou même dissiperont tes sentiments négatifs et t’aideront à guérir spirituellement .","Ngéda u ga tehe mimañ, ba ga gwélél Bibel ni masoohe ma ma ntihba ñem, inyu hôyôs ñem woñ. Mbus, mam ma momasôna ma ga hôla we i témbna mbôô woñ inyu mam ma mbuu.—Yakôbô 5:14-16."
1421,"Il déteste les crimes sexuels, et il fait tout pour que même les plus vulnérables reçoivent protection et justice.","A ñoo le bôt ba bana malal ma téé bé i mis mé, a gwéhék ki le bitelbene bi yôña inyu sôñ téntén i bet ba gwé bé bôt ba ntôñ bo, ni i bôñôl bo mam i nya i téé sép."
1422,Servirais- tu Jéhovah même si tes parents arrêtaient de le faire ?,Baa w’a gwélél Yéhôva to ibale bagwal boñ ni mawanda moñ ba nwaa gwélél nye?
1423,"Pendant de nombreuses années, j’ai même été la petite amie d’un terroriste.","Ñ, me bi niñ ntandaa ngéda kiki mbok u térôrist yada.”"
1424,"Même s’il ne s’agit pas de purs mensonges, qu’en est- il de l’ordre de Dieu : « Vous ne devez pas tromper » ?","To ibale a mpahal bé tembee ikeñi, lelaa hala a nla kiha ni bini biniigana bi Djob le: ‘Ni lôgna bañ’?"
1425,Qu’est- ce qui peut nous aider à être honnêtes avec nous- mêmes ?,Kii i nla hôla bés i ba maliga ni bésbomede?
1426,"Job a crié vers Dieu pour obtenir du soulagement, allant même jusqu’à souhaiter la mort.",Hiôb a bi lôndôl Djob inyu kôs to ndék sii hogbe—to nyemb
1427,"Insiste sur le fait que même certains non-Israélites, comme Rahab, Ruth, Jael et les Gabaonites, ont décidé d’être du côté des Israélites parce qu’ils savaient que Dieu était avec eux.","Unda ki le ibale ngim bôt, i i bé bé bon ba Israel kiki bo Rahab, Ruth, Yaél ni bôt ba Gibéôn, ba bi yoñ pes i bon ba Israel, hala a bé inyule ba bi tehe le Djob a bé ni litén jé."
1428,"Nous devons nous aussi trouver de la joie dans la vérité, dire la vérité et penser à tout ce qui est vrai, même si nous vivons dans un monde de mensonge et d’injustice .","Di nlama ki kon maséé ni maliga, di pot maliga, di wan ki mam momasôna ma yé maliga, to hala kiki di niñ i nkoñ isi u u yé nyonok ni bitembee ni ngitelepsép. —1 Korintô 13:6; Filipi 4:8."
1429,Comment sa mère va- t- elle le discipliner ?,Lelaa ni nyañ a ga kodol nye?
1430,Is 50:1 : Pourquoi Jéhovah a- t- il demandé aux Israélites : « Où donc est l’acte de divorce de votre mère ?,"Yésaya 50:1 —Inyuki Yéhôva a bat bon ba Israél le: “Kaat sagal libii i yé ni hee, i me ti nyuñ?”"
1431,Mon père ne voulait pas que ma mère me parle de ce qu’elle apprenait.,Pua yem a bé sômbôl bé le mama a kwélés me mu mam a bé nigil.
1432,"Ma mère, Grigory et moi prêchions dans les villages autour de Touloun, mais nous devions nous montrer inventifs.","Mama, Grigory, ni me, di bi tééne bôt ba nlôl biloñ bipe likalô, ba ba bé libôga li Tulun, ndi di bé lama ba makeñge."
1433,"Si tu es un père ou une mère, aide ton enfant à comprendre pourquoi Jéhovah leur a donné la Loi, le tabernacle et la prêtrise.","Ibale u gwé man, hôla nye i nok inyuki Yéhôva a bi ti bon ba Israel Mbén, Lap, ni biprisi."
1434,"Le grand prêtre Joad a risqué sa vie pour protéger le jeune Joas de sa méchante grand-mère, Athalie.","Prisi keñi le Yéhôyada a bé bebee i nimis niñ yé inyu tat Yéhôas i moo ma majô mé le Atalia, béba muda kiyaga."
1435,Elle déborde d’amour pour sa belle-mère — et pour le Dieu que celle-ci adore.,"A gwé ngandak gwéha inyu Naômi, ni inyu Nyambe nu nyôgôl wé."
1436,« Honore ton père et ta mère » .,“U tinak isoñ bo nyuñ lipém.” —Efésô 6:2.
1437,"Si la mère et les frères et sœurs de Noé étaient en vie quand le Déluge est arrivé, ils ne servaient apparemment pas Jéhovah puisqu’ils n’ont pas survécu.","Ibale nyañ ni lôknyañ i Nôa, ba bé niñ ilole Ntida malép u mbôdôl, ba bi pei bé."
1438,Ma mère a continué son service avec une sœur dans une autre congrégation.,"M’ma yem bo mankéé nu muda numpe, ba ke i sal kiki basa-ñal i likoda lipe."
1439,"Mt 20:20, 21 : Deux apôtres ont demandé pour chacun d’eux une place d’honneur et d’autorité .","Matéô 20:20, 21 —Baôma iba ba bi bat le ba ti bo tel i lipém ni kunde i ngii bôt bape"
1440,"Peu après, j’ai eu la joie de voir ma mère, ma sœur cadette et son mari devenir Témoins à leur tour.","Hala a bi nom bé, yak m’ma ni mankéé nu muda nu nsôk ba yila Mbôgi Yéhôva."
1441,Que répond Jésus à la suggestion de sa mère relative au vin ?,Lelaa Yésu a ntimbhe nyañ inyu jam li mbéñge maok?
1442,"Si tu es un père ou une mère, aide ton enfant à comprendre que c’est important d’être fidèle à Jéhovah et à ceux qu’il a choisis pour nous diriger.","Ibale u yé ngwal, hôla man woñ i tehe nseñ i noñ bitelbene bi Djob hiki ngéda."
1443,Ma mère se donnait du mal pour s’occuper de ma petite sœur et moi.,M’ma yem a bé liya i néñés me ni mankéé nu muda.
1444,La mère de Jésus assiste aussi au mariage.,Yak nyañ Yésu a nlo libii.
1445,16 Même la vie de l’enfant dans le ventre de sa mère est précieuse du point de vue de Dieu.,16 Yak niñ i man nu a ngi yii ikété libum i gwé mahee i mis ma Yéhôva.
1446,J’écoutais leurs discussions et j’accompagnais même ma mère à certaines réunions de la congrégation locale.,"Me bé emble minkwel nwap, me égga ki m’ma yem i makoda mahogi."
1447,"Ce lien étroit entre une mère et son bébé a été prévu par notre Créateur plein d’amour, Jéhovah*.","Yéhôva Djob,* Nhek wés nu gwéha, nyen a bi téé maada ma ngui ma yé ipôla man bo nyañ."
1448,"Quand j’étais tout petit, mon père s’occupait de moi pendant que ma mère assistait aux réunions et allait prêcher le week-end.","Ngéda me bé sii mañge, pua yem a bé a yégle ni me i mbai, ngeñ m’ma yem a bé a ke makoda ni likalô i mamélél ma sonde."
1449,"Après tous ces dimanches où j’avais accompagné ma mère à l’église, j’étais loin d’en savoir autant qu’eux.","Mbus ngandak dilo di base ni m’ma, me bééna bé yi Bibel i kôli."
1450,Imagine le désespoir de la mère !,Hégda njôghe ikeñi nyañ a bi nôgda.
1451,"Par un miracle, le garçon a repris vie et a été rendu à sa mère débordante de joie !","Hélha jam, man a témb i niñ, a ti nye nyañ, nu a bé nyonok ni maséé!"
1452,"Le mien avait déjà 56 ans quand je suis né, et ma mère, 35.",A bééna 56 nwii ngéda me bi gwéé; m’ma yem a ban-ga 35 nwii.
1453,"Ma mère et moi vivions alors à Karachi, une capitale de province.",M’ma yem ni me di bé yééne i nyañ tison le Karachi.
1454,"D’après Exode 23:9, comment les serviteurs de Dieu devaient- ils traiter les étrangers, et pourquoi ?","Inoñnaga ni kaat Manyodi 23:9, lelaa litén li Djob li kôba li bé lama tééda bakén, inyuki?"
1455,Dieu demande aux enfants d’obéir à leurs parents .,A mbem le bagwal ba niiga ni le ba kodol bon bap.
1456,Et il éprouve le même amour pour tous ceux qui accueillent « le royaume de Dieu comme un jeune enfant » .,A gwé nlélém gwéha inyu ba bobasôna ba ‘nleege Ane Nyambe kiki mañge ntitigi.’ —Lukas 18:17.
1457,JOYAUX DE LA PAROLE DE DIEU | MARC 13-14,MASÔÔ MA NKUS MA BIBEL | MARKÔ 13-14
1458,» Que nous apprend cette prophétie sur le Royaume de Dieu ?,Kii mbañ ini i niiga bés inyu Ane Djob?
1459,"Notons que Ruth n’emploie pas seulement le titre impersonnel « Dieu », comme le feraient de nombreux étrangers ; elle utilise également le nom de Dieu, Jéhovah.",Yimbe le Ruth a ngwélél bé ndigi i tel ini le “Djob” kiki ngandak bakén i bé boñ; ndi a ngwélél bañga jôl li Djob le Yéhôva.
1460,"Dans le monde nouveau, la société humaine sera unie dans le culte du vrai Dieu.","I mbok mondo i, bôt b’a ba maada i bégés Djob li maliga."
1461,"Jésus avertit donc ses opposants : « Vraiment, je vous dis que les collecteurs d’impôts et les prostituées entreront avant vous dans le royaume de Dieu.",Jon Yésu a nkal bakolba nye le: “Me nkal bé maliga le: Bakottas ni bôda ba libambe ba mbôk bé i bisu ikété Ane Nyambe.”
1462,Comment se servir de la brochure Écoutez Dieu,Emble Djob —Lelaa di nlama gwélél yo
1463,"Quelle est l’œuvre que Dieu demande à son peuple d’effectuer aujourd’hui, et qui l’accomplit ?","Umbe nson Djob a ñéga litén jé le li sal len ini, bonje ba nsal wo?"
1464,L’idée que Dieu choisisse à l’avance quelles épreuves nous subirons suppose qu’il connaisse tout de notre avenir.,Mahoñol mana le Djob a mpohol i bisu bi ngéda mambe manoodana di ga boma ma nkobla le a nlama yi hiki jam inyu bilôl gwés.
1465,Quelles pressions a subies Sergeï pour désobéir à Dieu ?,Lelaa ba bé noode tômbôs ndéñbe i Serge ipañ Djob?
1466,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé .",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma. —Lukas 4:43.
1467,"Un père sage et plein d’amour instruit ses enfants. De même, Dieu enseigne à tout le monde la meilleure façon de vivre.","Nlélém kikii isañ nu gwéha ni nu pék a niiga bon bé, hala nyen Djob a niiga bôt mbog yosôna lelaa ba niñ i nya i nlôôha loñge."
1468,Comment Abraham a- t- il démontré sa confiance en Dieu ?,Lelaa Abraham a bi éba le a bé bôdôl Djob ñem?
1469,Dieu compte sur les parents pour enseigner et corriger leurs enfants.,Isañ nu gwéha a nti lihaa jé mam ma minsôn ni ma mbuu
1470,Le Dieu d’Israël est plein d’amour et de miséricorde.,"Yéhôva a ntét bé i bôt a ñane, ndi a ñéga bo ni gwéha."
